movieId,genre
224,Drama
224,Romance
227,Action
227,Thriller
228,Comedy
229,Drama
229,Thriller
231,Adventure
231,Comedy
232,Comedy
232,Drama
232,Romance
233,Drama
234,Comedy
235,Comedy
235,Drama
236,Action
236,Comedy
236,Romance
237,Comedy
237,Romance
238,Adventure
238,Children
239,Animation
239,Children
239,Comedy
239,Romance
241,Children
241,Drama
242,Drama
242,Musical
243,Children
243,Comedy
243,Fantasy
246,Documentary
247,Crime
247,Drama
248,Comedy
249,Drama
249,Romance
251,Action
252,Comedy
252,Romance
253,Drama
253,Horror
254,Drama
256,Comedy
256,Sci-Fi
257,Mystery
257,Thriller
258,Adventure
258,Children
258,Comedy
258,Fantasy
258,Romance
259,Crime
259,Drama
259,Thriller
261,Drama
262,Children
262,Drama
263,Drama
265,Drama
265,Fantasy
265,Romance
266,Drama
266,Romance
266,War
266,Western
267,Comedy
269,Drama
271,Drama
272,Comedy
272,Drama
273,Drama
273,Horror
273,Sci-Fi
274,Comedy
275,Comedy
276,Comedy
276,Romance
277,Drama
278,Comedy
279,Drama
281,Comedy
281,Drama
281,Romance
282,Drama
283,Crime
283,Drama
284,Action
284,Crime
287,Comedy
287,Romance
288,Action
288,Crime
288,Thriller
289,Comedy
289,Romance
291,Drama
291,Thriller
292,Action
292,Drama
292,Sci-Fi
292,Thriller
293,Action
293,Crime
293,Drama
293,Thriller
294,Comedy
294,Romance
295,Comedy
295,Romance
296,Comedy
296,Crime
296,Drama
296,Thriller
298,Drama
299,Drama
301,Drama
301,Romance
302,Drama
302,Romance
303,Action
303,Thriller
303,Western
304,Comedy
304,Drama
305,Comedy
306,Drama
307,Drama
308,Comedy
308,Drama
311,Horror
311,Thriller
312,Comedy
313,Animation
313,Children
314,Children
314,Drama
314,Fantasy
314,Mystery
316,Action
316,Adventure
316,Sci-Fi
317,Comedy
317,Drama
317,Fantasy
318,Crime
318,Drama
319,Comedy
319,Drama
319,Thriller
321,Drama
322,Comedy
322,Drama
324,Comedy
324,Drama
325,Comedy
326,Drama
327,Action
327,Comedy
327,Sci-Fi
328,Horror
328,Thriller
329,Adventure
329,Drama
329,Sci-Fi
331,Drama
332,Horror
332,Sci-Fi
333,Comedy
334,Drama
335,Mystery
335,Thriller
336,Drama
336,War
337,Drama
338,Action
338,Sci-Fi
338,Thriller
339,Comedy
339,Romance
341,Drama
342,Comedy
343,Children
344,Comedy
346,Drama
346,Musical
347,Drama
347,Film-Noir
347,Romance
348,Comedy
349,Action
349,Crime
349,Drama
349,Thriller
351,Comedy
351,Drama
351,Romance
352,Comedy
352,Drama
353,Action
353,Crime
353,Fantasy
353,Thriller
354,Drama
355,Children
355,Comedy
355,Fantasy
356,Comedy
356,Drama
356,Romance
356,War
357,Comedy
357,Romance
358,Drama
359,Comedy
359,Drama
359,Romance
361,Comedy
361,Drama
361,Romance
362,Adventure
362,Children
362,Romance
363,Documentary
364,Adventure
364,Animation
364,Children
364,Drama
364,Musical
364,IMAX
365,Drama
366,Drama
366,Horror
366,Mystery
366,Thriller
367,Action
367,Comedy
367,Crime
367,Fantasy
368,Adventure
368,Comedy
368,Western
369,Drama
371,Comedy
371,Drama
372,Comedy
372,Drama
372,Romance
373,Thriller
374,Children
374,Comedy
376,Action
376,Thriller
377,Action
377,Romance
377,Thriller
378,Comedy
378,Romance
379,Action
379,Sci-Fi
379,Thriller
381,Drama
381,Romance
382,Drama
382,Horror
382,Romance
382,Thriller
383,Western
384,Action
384,Crime
384,Drama
385,Drama
386,Drama
387,Action
387,Comedy
388,Drama
389,Drama
389,Romance
389,War
391,Crime
391,Drama
393,Action
393,Adventure
393,Fantasy
406,Drama
407,Horror
407,Thriller
408,Drama
409,Crime
409,Drama
412,Drama
413,Comedy
414,Comedy
415,Comedy
415,Thriller
416,Western
417,Comedy
417,Romance
418,Drama
419,Comedy
421,Adventure
421,Children
421,Drama
422,Thriller
423,Action
423,Thriller
424,Drama
425,Drama
425,Romance
426,Horror
426,Sci-Fi
426,Thriller
427,Drama
427,Mystery
427,Romance
427,Thriller
428,Drama
429,Comedy
431,Crime
431,Drama
432,Adventure
432,Comedy
432,Western
433,Comedy
434,Action
434,Adventure
434,Thriller
436,Drama
436,Thriller
437,Comedy
438,Action
438,Comedy
438,Drama
441,Comedy
442,Action
442,Adventure
442,Sci-Fi
444,Comedy
444,Romance
445,Comedy
446,Drama
446,Romance
448,Drama
449,Comedy
451,Drama
451,Mystery
451,Romance
452,Drama
453,Comedy
453,Romance
454,Drama
454,Thriller
455,Adventure
455,Children
455,Drama
456,Crime
456,Drama
456,Thriller
457,Thriller
458,Drama
458,Western
459,Action
459,Adventure
459,Crime
459,Drama
459,Romance
459,Thriller
461,Drama
461,Romance
464,Action
464,Adventure
464,Crime
464,Thriller
466,Action
466,Comedy
466,War
467,Comedy
468,Comedy
468,Romance
469,Drama
469,Romance
471,Comedy
472,Comedy
472,Drama
473,Comedy
473,War
474,Action
474,Thriller
475,Drama
476,Comedy
476,Drama
477,Drama
477,Musical
478,Comedy
478,Crime
478,Drama
479,Action
479,Crime
479,Thriller
481,Drama
481,Thriller
482,Crime
482,Drama
482,Thriller
484,Adventure
484,Children
485,Action
485,Adventure
485,Comedy
485,Fantasy
486,Comedy
487,Comedy
487,Western
488,Drama
488,Romance
489,Comedy
491,Drama
492,Comedy
492,Mystery
493,Action
493,Crime
493,Drama
494,Action
494,Adventure
494,Thriller
496,Comedy
496,Drama
496,Romance
496,Thriller
497,Comedy
497,Romance
499,Comedy
499,Romance
501,Drama
502,Action
502,Children
502,Romance
504,Action
504,Drama
504,Sci-Fi
505,Comedy
506,Drama
506,Fantasy
506,Romance
507,Crime
507,Drama
507,Thriller
508,Drama
509,Drama
509,Romance
511,Action
511,Drama
512,Horror
512,Sci-Fi
513,Comedy
513,Mystery
513,Romance
514,Comedy
515,Drama
515,Romance
516,Comedy
516,Drama
517,Action
517,Drama
517,Mystery
518,Comedy
519,Action
519,Crime
519,Drama
519,Sci-Fi
519,Thriller
521,Crime
521,Thriller
522,Action
522,Drama
523,Drama
524,Drama
526,Drama
527,Drama
527,War
528,Comedy
528,Drama
529,Drama
531,Children
531,Drama
532,Comedy
532,Crime
532,Horror
533,Action
533,Adventure
533,Fantasy
533,Mystery
534,Drama
534,Romance
535,Drama
536,Drama
537,Drama
538,Drama
539,Comedy
539,Drama
539,Romance
541,Action
541,Sci-Fi
541,Thriller
542,Comedy
542,Drama
542,Romance
543,Comedy
543,Romance
543,Thriller
544,Action
544,Crime
546,Action
546,Adventure
546,Children
546,Comedy
546,Fantasy
546,Sci-Fi
547,Action
547,Adventure
547,Thriller
548,Action
548,Mystery
548,Thriller
549,Drama
549,Musical
551,Animation
551,Children
551,Fantasy
551,Musical
552,Action
552,Adventure
552,Comedy
552,Romance
553,Action
553,Drama
553,Western
556,Documentary
558,Action
558,Adventure
558,Animation
558,Children
558,Fantasy
562,Comedy
562,Drama
563,Drama
563,Romance
564,Comedy
567,Comedy
567,Drama
568,Comedy
568,Drama
569,Comedy
569,Drama
573,Drama
574,Comedy
574,Drama
575,Children
575,Comedy
577,Adventure
577,Children
577,Drama
579,Crime
579,Thriller
581,Documentary
583,Comedy
583,Drama
586,Children
586,Comedy
587,Comedy
587,Drama
587,Fantasy
587,Romance
587,Thriller
588,Adventure
588,Animation
588,Children
588,Comedy
588,Musical
589,Action
589,Sci-Fi
592,Action
592,Crime
592,Thriller
593,Crime
593,Horror
593,Thriller
594,Animation
594,Children
594,Drama
594,Fantasy
594,Musical
595,Animation
595,Children
595,Fantasy
595,Musical
595,Romance
595,IMAX
596,Animation
596,Children
596,Fantasy
596,Musical
597,Comedy
597,Romance
599,Adventure
599,Western
602,Documentary
605,Drama
605,Romance
606,Fantasy
606,Horror
608,Comedy
608,Crime
608,Drama
608,Thriller
609,Adventure
609,Children
611,Action
611,Horror
611,Sci-Fi
612,Comedy
613,Drama
613,Romance
616,Animation
616,Children
617,Comedy
617,Drama
618,Comedy
618,Romance
619,Comedy
626,Comedy
627,Drama
627,Thriller
628,Crime
628,Drama
628,Mystery
628,Thriller
631,Adventure
631,Animation
631,Children
631,Fantasy
631,Musical
631,Romance
632,Drama
632,War
633,Comedy
634,Comedy
635,Comedy
635,Drama
636,Drama
637,Comedy
638,Romance
639,Comedy
639,Drama
647,Action
647,Crime
647,Drama
647,War
648,Action
648,Adventure
648,Mystery
648,Thriller
649,Comedy
649,Drama
653,Action
653,Adventure
653,Fantasy
656,Comedy
661,Adventure
661,Animation
661,Children
661,Fantasy
661,Musical
662,Thriller
663,Comedy
665,Comedy
665,Drama
665,War
667,Action
668,Drama
671,Comedy
671,Sci-Fi
673,Adventure
673,Animation
673,Children
673,Comedy
673,Fantasy
673,Sci-Fi
674,Adventure
674,Comedy
674,Sci-Fi
678,Drama
678,Thriller
679,Drama
685,Drama
688,Action
688,Adventure
688,Comedy
688,War
691,Comedy
691,Romance
692,Action
692,Sci-Fi
692,Thriller
694,Action
694,Crime
694,Drama
695,Mystery
695,Thriller
697,Drama
697,Romance
698,Drama
703,Drama
704,Action
704,Adventure
706,Drama
707,Crime
707,Drama
707,Thriller
708,Comedy
708,Romance
709,Adventure
709,Animation
709,Children
709,Comedy
709,Musical
711,Adventure
711,Children
714,Drama
714,Mystery
714,Western
715,Drama
715,Romance
718,Comedy
718,Fantasy
718,Sci-Fi
719,Comedy
722,Documentary
724,Drama
724,Fantasy
724,Horror
724,Thriller
725,Comedy
726,Drama
728,Comedy
731,Crime
731,Thriller
733,Action
733,Adventure
733,Thriller
736,Action
736,Adventure
736,Romance
736,Thriller
737,Action
737,Sci-Fi
741,Animation
741,Sci-Fi
742,Horror
742,Thriller
743,Comedy
745,Animation
745,Children
745,Comedy
747,Comedy
748,Action
748,Sci-Fi
748,Thriller
757,Drama
759,Documentary
761,Action
761,Adventure
762,Comedy
762,Crime
764,Drama
764,Romance
766,Drama
773,Drama
775,Horror
775,Mystery
778,Comedy
778,Crime
778,Drama
779,Drama
779,Romance
781,Drama
782,Drama
782,Thriller
783,Animation
783,Children
783,Drama
783,Musical
783,Romance
784,Comedy
784,Thriller
785,Comedy
786,Action
786,Drama
786,Thriller
788,Comedy
788,Fantasy
788,Romance
788,Sci-Fi
791,Documentary
798,Action
798,Adventure
798,Drama
798,Thriller
799,Comedy
799,Horror
799,Thriller
801,Children
801,Comedy
802,Drama
802,Romance
803,Comedy
803,Drama
803,Romance
804,Comedy
804,Romance
805,Drama
805,Thriller
806,Crime
806,Drama
808,Adventure
808,Children
809,Action
809,Adventure
813,Comedy
818,Comedy
823,Drama
824,Drama
824,Mystery
828,Adventure
828,Children
829,Comedy
829,Fantasy
829,Musical
832,Crime
832,Thriller
833,Comedy
835,Drama
836,Action
836,Adventure
836,Thriller
837,Children
837,Comedy
837,Fantasy
838,Comedy
838,Drama
838,Romance
839,Action
839,Thriller
841,Horror
842,Comedy
842,Horror
848,Drama
849,Action
849,Adventure
849,Sci-Fi
849,Thriller
851,Drama
852,Comedy
852,Drama
852,Romance
858,Crime
858,Drama
861,Action
861,Comedy
861,Crime
861,Thriller
866,Crime
866,Drama
866,Romance
866,Thriller
867,Comedy
867,Crime
869,Crime
869,Drama
869,Musical
869,Thriller
875,Action
875,Crime
875,Drama
876,Action
876,Comedy
876,Crime
876,Thriller
879,Horror
879,Thriller
881,Children
881,Comedy
882,Drama
882,Thriller
886,Action
886,Comedy
886,Crime
888,Adventure
888,Animation
888,Children
888,Musical
889,Drama
889,Romance
891,Horror
891,Thriller
892,Comedy
892,Drama
892,Romance
893,Drama
896,Drama
897,Adventure
897,Drama
897,Romance
897,War
898,Comedy
898,Drama
898,Romance
899,Comedy
899,Musical
899,Romance
901,Comedy
901,Musical
902,Drama
902,Romance
903,Drama
903,Mystery
903,Romance
903,Thriller
904,Mystery
904,Thriller
905,Comedy
905,Romance
906,Drama
906,Thriller
907,Comedy
907,Musical
907,Romance
908,Action
908,Adventure
908,Mystery
908,Romance
908,Thriller
909,Comedy
909,Drama
909,Romance
911,Comedy
911,Crime
911,Mystery
911,Romance
911,Thriller
912,Drama
912,Romance
913,Film-Noir
913,Mystery
914,Comedy
914,Drama
914,Musical
914,Romance
916,Comedy
916,Drama
916,Romance
917,Children
917,Drama
918,Musical
919,Adventure
919,Children
919,Fantasy
919,Musical
921,Comedy
922,Drama
922,Film-Noir
922,Romance
923,Drama
923,Mystery
924,Adventure
924,Drama
924,Sci-Fi
926,Drama
927,Comedy
928,Drama
928,Mystery
928,Romance
928,Thriller
929,Drama
929,Film-Noir
929,Mystery
929,Thriller
931,Mystery
931,Romance
931,Thriller
932,Drama
932,Romance
933,Crime
933,Mystery
933,Romance
933,Thriller
934,Comedy
935,Comedy
935,Musical
936,Comedy
936,Romance
937,Comedy
937,Romance
938,Musical
941,Adventure
942,Crime
942,Film-Noir
942,Mystery
943,Drama
943,Fantasy
943,Romance
944,Drama
946,Comedy
946,Drama
946,War
947,Comedy
947,Romance
948,Drama
948,Romance
948,Western
949,Drama
951,Comedy
951,Romance
952,Adventure
952,Comedy
953,Children
953,Drama
953,Fantasy
953,Romance
954,Drama
955,Comedy
955,Romance
956,Drama
956,Romance
959,Drama
961,Drama
963,Musical
965,Drama
965,Mystery
965,Thriller
968,Horror
968,Sci-Fi
968,Thriller
969,Adventure
969,Comedy
969,Romance
969,War
971,Drama
973,Comedy
973,Drama
976,Romance
976,War
979,Drama
979,War
981,Drama
982,Drama
984,Comedy
984,Drama
986,Adventure
986,Children
987,Drama
987,Romance
988,Comedy
988,Drama
991,Drama
993,Drama
994,Comedy
994,Drama
996,Action
996,Crime
996,Drama
996,Thriller
998,Action
998,Crime
999,Crime
999,Film-Noir
1003,Drama
1003,Thriller
1004,Action
1004,Thriller
1006,Drama
1007,Children
1007,Comedy
1007,Western
1008,Adventure
1008,Western
1009,Adventure
1009,Children
1009,Fantasy
1011,Children
1011,Comedy
1011,Fantasy
1011,Romance
1012,Children
1012,Drama
1013,Children
1013,Comedy
1013,Romance
1014,Children
1014,Comedy
1014,Drama
1015,Adventure
1015,Children
1015,Drama
1016,Children
1016,Comedy
1017,Adventure
1017,Children
1018,Children
1018,Comedy
1018,Mystery
1019,Adventure
1019,Drama
1019,Sci-Fi
1021,Children
1021,Comedy
1022,Animation
1022,Children
1022,Fantasy
1022,Musical
1022,Romance
1023,Animation
1023,Children
1023,Musical
1024,Animation
1024,Children
1024,Musical
1025,Animation
1025,Children
1025,Fantasy
1025,Musical
1027,Adventure
1027,Drama
1028,Children
1028,Comedy
1028,Fantasy
1028,Musical
1029,Animation
1029,Children
1029,Drama
1029,Musical
1031,Adventure
1031,Children
1031,Musical
1032,Adventure
1032,Animation
1032,Children
1032,Fantasy
1032,Musical
1033,Animation
1033,Children
1033,Drama
1034,Comedy
1034,Crime
1034,Drama
1034,Thriller
1036,Action
1036,Crime
1036,Thriller
1037,Action
1037,Horror
1037,Sci-Fi
1037,Thriller
1041,Drama
1042,Comedy
1042,Drama
1043,Drama
1043,Romance
1046,Drama
1046,Romance
1047,Action
1047,Drama
1047,Thriller
1049,Action
1049,Adventure
1051,Drama
1053,Crime
1053,Drama
1053,Romance
1054,Drama
1055,Thriller
1056,Drama
1057,Comedy
1057,Musical
1057,Romance
1059,Drama
1059,Romance
1061,Thriller
1064,Animation
1064,Children
1064,Comedy
1064,Fantasy
1064,Musical
1064,Romance
1066,Comedy
1066,Musical
1066,Romance
1068,Crime
1068,Film-Noir
1073,Children
1073,Comedy
1073,Fantasy
1073,Musical
1076,Drama
1076,Horror
1076,Thriller
1077,Comedy
1077,Sci-Fi
1078,Comedy
1078,War
1079,Comedy
1079,Crime
1081,Comedy
1081,Musical
1081,Romance
1082,Drama
1083,Comedy
1083,Musical
1084,Crime
1084,Drama
1085,Adventure
1085,Drama
1086,Crime
1086,Mystery
1086,Thriller
1088,Drama
1088,Musical
1088,Romance
1089,Crime
1089,Mystery
1089,Thriller
1091,Comedy
1092,Crime
1092,Mystery
1092,Thriller
1093,Drama
1094,Drama
1094,Romance
1094,Thriller
1096,Drama
1097,Children
1097,Drama
1097,Sci-Fi
1099,Children
1099,Drama
1099,Fantasy
1101,Action
1101,Romance
1103,Drama
1104,Drama
1105,Horror
1107,Comedy
1111,Documentary
1112,Action
1112,Comedy
1112,Drama
1114,Crime
1114,Drama
1116,Drama
1117,Drama
1119,Drama
1121,Drama
1123,Documentary
1124,Drama
1126,Comedy
1126,Fantasy
1127,Action
1127,Adventure
1127,Sci-Fi
1127,Thriller
1128,Horror
1129,Action
1129,Adventure
1129,Sci-Fi
1129,Thriller
1131,Drama
1131,Mystery
1132,Drama
1135,Comedy
1136,Adventure
1136,Comedy
1136,Fantasy
1137,Romance
1144,Documentary
1147,Documentary
1148,Animation
1148,Children
1148,Comedy
1148,Crime
1151,Animation
1151,Comedy
1151,Drama
1151,Fantasy
1156,Drama
1161,Drama
1161,War
1162,Comedy
1162,Drama
1163,Drama
1167,Comedy
1171,Comedy
1172,Drama
1173,Comedy
1173,Drama
1175,Comedy
1175,Drama
1175,Romance
1176,Drama
1176,Fantasy
1176,Romance
1177,Drama
1177,Romance
1178,Drama
1178,War
1179,Crime
1179,Drama
1179,Film-Noir
1183,Drama
1183,Romance
1183,War
1184,Comedy
1184,Drama
1186,Drama
1187,Drama
1188,Comedy
1188,Romance
1189,Documentary
1191,Documentary
1191,Musical
1192,Documentary
1193,Drama
1194,Comedy
1196,Action
1196,Adventure
1196,Sci-Fi
1197,Action
1197,Adventure
1197,Comedy
1197,Fantasy
1197,Romance
1198,Action
1198,Adventure
1199,Fantasy
1199,Sci-Fi
1201,Action
1201,Adventure
1201,Western
1202,Comedy
1203,Drama
1204,Adventure
1204,Drama
1204,War
1206,Crime
1206,Drama
1206,Sci-Fi
1206,Thriller
1207,Drama
1208,Action
1208,Drama
1208,War
1209,Action
1209,Drama
1209,Western
1211,Drama
1211,Fantasy
1211,Romance
1212,Film-Noir
1212,Mystery
1212,Thriller
1213,Crime
1213,Drama
1214,Horror
1214,Sci-Fi
1216,Adventure
1216,Drama
1216,Romance
1217,Drama
1217,War
1218,Action
1218,Crime
1218,Drama
1218,Thriller
1219,Crime
1219,Horror
1221,Crime
1221,Drama
1222,Drama
1222,War
1223,Adventure
1223,Animation
1223,Children
1223,Comedy
1223,Sci-Fi
1224,Action
1224,Drama
1224,Romance
1224,War
1225,Drama
1226,Drama
1226,Romance
1227,Crime
1227,Drama
1228,Drama
1231,Drama
1232,Drama
1232,Mystery
1232,Sci-Fi
1233,Action
1233,Drama
1233,War
1234,Comedy
1234,Crime
1235,Comedy
1235,Drama
1235,Romance
1236,Comedy
1236,Drama
1236,Romance
1237,Drama
1238,Comedy
1241,Comedy
1241,Fantasy
1241,Horror
1242,Drama
1242,War
1243,Comedy
1243,Drama
1244,Comedy
1244,Drama
1244,Romance
1246,Drama
1247,Comedy
1247,Drama
1247,Romance
1248,Crime
1248,Film-Noir
1248,Thriller
1249,Action
1249,Crime
1249,Romance
1249,Thriller
1251,Drama
1251,Fantasy
1252,Crime
1252,Film-Noir
1252,Mystery
1252,Thriller
1253,Drama
1253,Sci-Fi
1253,Thriller
1254,Action
1254,Adventure
1254,Drama
1254,Western
1255,Comedy
1255,Horror
1255,Sci-Fi
1256,Comedy
1256,Musical
1256,War
1257,Comedy
1257,Romance
1258,Horror
1259,Adventure
1259,Drama
1261,Action
1261,Comedy
1261,Fantasy
1261,Horror
1262,Action
1262,Adventure
1262,Drama
1262,War
1263,Drama
1263,War
1264,Action
1264,Drama
1264,Mystery
1264,Romance
1264,Thriller
1265,Comedy
1265,Fantasy
1265,Romance
1266,Drama
1266,Western
1267,Crime
1267,Thriller
1267,War
1268,Comedy
1268,Drama
1269,Comedy
1269,Mystery
1269,Thriller
1271,Comedy
1271,Crime
1271,Drama
1272,Drama
1272,War
1273,Comedy
1273,Drama
1273,Film-Noir
1274,Action
1274,Adventure
1274,Animation
1274,Sci-Fi
1276,Drama
1277,Comedy
1277,Drama
1277,Romance
1278,Comedy
1278,Fantasy
1279,Comedy
1279,Drama
1281,Comedy
1281,Drama
1281,War
1282,Animation
1282,Children
1282,Fantasy
1282,Musical
1283,Drama
1283,Western
1284,Crime
1284,Film-Noir
1284,Mystery
1285,Comedy
1286,Drama
1286,Romance
1287,Action
1287,Adventure
1287,Drama
1288,Comedy
1289,Documentary
1291,Action
1291,Adventure
1292,Comedy
1292,Drama
1293,Drama
1295,Drama
1296,Drama
1296,Romance
1297,Comedy
1298,Drama
1298,Musical
1299,Drama
1299,War
1301,Drama
1301,Sci-Fi
1302,Children
1302,Drama
1302,Fantasy
1303,Adventure
1303,Drama
1304,Action
1304,Western
1306,Adventure
1306,Drama
1306,Sci-Fi
1307,Comedy
1307,Romance
1312,Drama
1318,Comedy
1318,Drama
1321,Comedy
1321,Horror
1321,Thriller
1322,Horror
1323,Horror
1324,Horror
1325,Horror
1326,Horror
1327,Drama
1327,Horror
1327,Mystery
1327,Thriller
1328,Horror
1329,Horror
1331,Horror
1332,Horror
1332,Thriller
1333,Horror
1333,Thriller
1334,Horror
1334,Sci-Fi
1336,Horror
1336,Thriller
1337,Drama
1337,Horror
1337,Thriller
1339,Fantasy
1339,Horror
1339,Romance
1339,Thriller
1341,Horror
1342,Horror
1342,Thriller
1343,Thriller
1344,Crime
1344,Drama
1344,Thriller
1345,Drama
1345,Fantasy
1345,Horror
1345,Thriller
1346,Drama
1346,Fantasy
1346,Horror
1347,Horror
1347,Thriller
1348,Horror
1349,Horror
1351,Crime
1351,Drama
1351,Thriller
1352,Crime
1352,Thriller
1353,Comedy
1353,Drama
1353,Romance
1354,Drama
1354,Mystery
1355,Horror
1355,Thriller
1356,Action
1356,Adventure
1356,Sci-Fi
1356,Thriller
1357,Drama
1357,Romance
1358,Drama
1359,Children
1359,Comedy
1361,Documentary
1363,Drama
1366,Drama
1367,Adventure
1367,Children
1367,Comedy
1371,Adventure
1371,Sci-Fi
1372,Action
1372,Mystery
1372,Sci-Fi
1373,Action
1373,Sci-Fi
1374,Action
1374,Adventure
1374,Sci-Fi
1374,Thriller
1375,Action
1375,Adventure
1375,Sci-Fi
1376,Adventure
1376,Comedy
1376,Sci-Fi
1377,Action
1377,Crime
1378,Action
1378,Comedy
1378,Western
1379,Action
1379,Western
1381,Comedy
1381,Musical
1381,Romance
1382,Action
1382,Drama
1385,Action
1385,Drama
1385,Thriller
1387,Action
1387,Horror
1388,Horror
1388,Thriller
1389,Action
1389,Horror
1391,Action
1391,Comedy
1391,Sci-Fi
1392,Comedy
1392,Drama
1393,Drama
1393,Romance
1394,Comedy
1396,Action
1396,Comedy
1396,Crime
1396,Drama
1396,Sci-Fi
1397,Drama
1398,Romance
1398,War
1399,Drama
1401,Drama
1405,Adventure
1405,Animation
1405,Comedy
1405,Crime
1406,Crime
1406,Drama
1406,Mystery
1406,Thriller
1407,Comedy
1407,Horror
1407,Mystery
1407,Thriller
1408,Action
1408,Romance
1408,War
1408,Western
1409,Comedy
1409,Drama
1409,Fantasy
1409,Romance
1411,Crime
1411,Drama
1411,Romance
1412,Drama
1413,Drama
1414,Comedy
1415,Crime
1415,Drama
1415,Romance
1416,Drama
1416,Musical
1417,Drama
1419,Adventure
1419,Drama
